property_type,location,price,features,neighourhood,bedroom,bathroom,toilet,parking_lot
Nice And Spacious Mini Flat Upstairs Available,Lekki,1400000,1 Bedroom1 Bathroom2 Toilets Save, Lekki,1,1,2,
Tastefully Built Serviced 1 Bedroom Flat,Lekki,1300000,1 Bedroom2 Bathrooms2 Toilets Save, Chevron Drive,1,2,2,
Nice And Standard Self Contained With Kitchen,Lekki,500000,1 Bedroom Save, Lekki,1, ,,
Newly Built Portable 1 Bedroom Flat,Lekki,700000,1 Bedroom1 Bathroom1 Toilet2 Parking Spaces Save, Chevron Drive Lekki Lagos,1,1,1,2
Well Finished 3 Bedroom Flat With A Room Bq,Lekki,2000000,3 Bedrooms3 Bathrooms4 Toilets6 Parking Spaces Save, Osapa,3,3,4,6
Fully Serviced 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets7 Parking Spaces Save, Ilasan,2,2,3,7
A Brand New 3 Bedrooms Flat + 1 Room Bq,Victoria Island (VI),5500000,3 Bedrooms4 Bathrooms4 Toilets3 Parking Spaces Save, Victoria Island (VI),3,4,4,3
3 Bedroom Flat,Lekki,1800000,3 Bedrooms3 Bathrooms4 Toilets6 Parking Spaces Save, Chevron Lekki Lagos,3,3,4,6
A Room Self Contained Fully Serviced And Well Finished,Surulere,800000,1 Bedroom1 Bathroom1 Toilet3 Parking Spaces Save, Off Bode Thomas,1,1,1,3
3 Bedroom Luxury Apartments With Bq,Ikoyi,8000000,3 Bedrooms3 Bathrooms4 Toilets Save, Old Ikoyi,3,3,4,
3 Bedroom,Victoria Island (VI),5000000,3 Bedrooms3 Bathrooms3 Toilets5 Parking Spaces Save, Victoria Island (VI),3,3,3,5
Fully Serviced 2/3 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets9 Parking Spaces Save, Osapa Jakande Lekki Lagos,2,2,3,9
Tastefully Finished Fully Serviced 3 Bedroom Flat With Bq,Lekki,2500000,3 Bedrooms3 Bathrooms4 Toilets9 Parking Spaces Save, Lekki Phase 1,3,3,4,9
Serviced 2 Bedroom Furnished Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets5 Parking Spaces Save, Ilasan,2,2,3,5
Spacious Brand New 3bedroom Flat With Just Two Tennant,Ajah,1500000,3 Bedrooms4 Bathrooms4 Toilets6 Parking Spaces Save, Ajah,3,4,4,6
Fine Newly Built Mini Flat All Tiles Floor Big Sitting Room,Ipaja,120000,1 Bedroom1 Bathroom1 Toilet Save, Ipaja,1,1,1,
2 Bedrooms Flat,Alimosho,550000,2 Bedrooms2 Bathrooms2 Toilets Save, Egbeda,2,2,2,
Executive 3 Bedroom Apartment,Ikoyi,13000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
A Mini Flat,IbejuLekki,300000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Awoyaya,1,1,1,1
Executive 3bedroom Apartment,Victoria Island (VI),10000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island Extension,3,3,4,2
Tastefully Finished 3 Bedroom Flat,Ajah,1200000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Ajah,3,3,4,4
Brand New 3 Bedrooms Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Luxury 3 Bedroom Apartment + 1 Maid's Quarter,Victoria Island (VI),5000000,3 Bedrooms Save, Victoria Island (VI),3, ,,
Exquisite 3 Bedroom + 1 Bedroom Maids Quarter,Lekki,4500000,3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save, Lekki Phase 1,3,4,4,2
A Room And Palour Self Contained,Ikorodu,120,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Odogunyan,1,1,1,1
One Room Self Contained,Lekki,1000000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
3 Bedroom Flat + Bq,Ikoyi,5000000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Parkview,3,3,4,3
Furnished 4bedroom Flat With A Room Boy's Quarters,Victoria Island (VI),7000000,4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Victoria Island Extension,4,4,5,2
Clean Mini Flat,Lekki,1800000,1 Bedroom1 Bathroom2 Toilets1 Parking Space Save, Lekki,1,1,2,1
New 3 Bedroom Flat,Lekki,2300000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Spacious 3 Bedroom Flat,Victoria Island (VI),3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Mini Flat,Victoria Island (VI),1800000,1 Bedroom1 Bathroom2 Toilets1 Parking Space Save, Victoria Island (VI),1,1,2,1
Newly Renovated 3 Bedroom Flat,Lekki,2600000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Luxury 3 Bedroom Flat,Victoria Island (VI),6500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Luxury 3 Bedroom Flat,Victoria Island (VI),5000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
One Room And Parlour,Ikorodu,100000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Macaulay,1,1,1,1
Tastefully Finished 3 Bedroom Flat With A Room Bq,Ikoyi,18000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Luxury 3 Bedroom Flat Pent House With A Room Bq,Ikoyi,6500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Fully Serviced 3 Bedroom Flat,Ikoyi,12000000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Ikoyi,3,3,4,3
3 Bedroom Flat,Ikoyi,9000000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikoyi,3,3,4,
Furnished 3 Bedroom Flat,Victoria Island (VI),5500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Oniru,3,3,4,2
Top Notch 4 Bedroom Penthouse With Bq With Excellent Facilities,Eko Atlantic City,0,4 Bedrooms5 Bathrooms5 Toilets4 Parking Spaces Save, Eko Atlantic City,4,5,5,4
4 Bedroom Flat With A Room Servant Quarter,Ikoyi,6000000,4 Bedrooms Save, Ikoyi,4, ,,
Nicely Finished 2 Bedroom Flat,Lekki,1300000,2 Bedrooms2 Bathrooms3 Toilets6 Parking Spaces Save, Ikota Villa Estate,2,2,3,6
Luxury And Ample 3 Bedroom Apartment With Excellent Facilities,Ikoyi,13000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Banana Island,3,3,4,2
Newly Built Spacious 2 Bedroom Flat,Lekki,2500000,2 Bedrooms2 Bathrooms3 Toilets8 Parking Spaces Save, Osapa,2,2,3,8
One Bedroom Self Contained,Gbagada,250000,1 Bedroom1 Bathroom1 Toilet110 sqm Total Area Save, Gbagada,1,1,1,
Waterfront Luxury 3 Bedroom Flats.,Ikoyi,15000000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Banana Island,3,3,4,3
Lovely 6 Unit Of 3 Bedroom Flat,Victoria Island (VI),4500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Luxury 3 Bedroom Furnished Apartment,Ajah,1000000,3 Bedrooms4 Bathrooms4 Toilets5 Parking Spaces Save, Lbs,3,4,4,5
Beautifully Built 2 Bedroom Flat,Lekki,1600000,2 Bedrooms2 Bathrooms2 Toilets3 Parking Spaces Save, Osapa,2,2,2,3
P O P Finished Room And Parlour,Ikorodu,170000,1 Bedroom1 Bathroom1 Toilet2 Parking Spaces Save, Igbogbo,1,1,1,2
Luxury 2 Bedroom Apartment + 1 Bq,Victoria Island (VI),7000000,3 Bedrooms4 Bathrooms4 Toilets3 Parking Spaces Save, Victoria Island Extension,3,4,4,3
Newly Built 2 Bedroom Flat,Lekki,1700000,2 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save, Chevron Drive Lekki Lagos,2,2,3,4
Serviced 3 Bedroom Flat For Rent In Chevy View Estate,Lekki,2500000,3 Bedrooms3 Bathrooms3 Toilets8 Parking Spaces Save, Chevy View Estate,3,3,3,8
Luxury 3 Bedroom Flat ,Lekki,3200000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Luxury Service 3 Bedroom Flat,Lekki,3500000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Luxury 4 Bedroom Flat With A Room Bq And Excellent Facilities,Ikoyi,6500000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Ikoyi,4,4,5,3
Newly Built Block Of Flats Comprising 3 Units Of 3 Bedroom Flat With A Room E...,Gbagada,1600000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Gbagada,3,3,4,2
Luxurious And Spacious 2 Bedroom Furnished Apartment,Ajah,1000000,2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save, Ajah,2,3,3,10
Brand New 3 Bedroom Flat,Lekki,1800000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Ikota Villa Estate,3,3,4,4
New Single Apartment,Yaba,600000,1 Bathroom1 Toilet Save, Akoka,1,1,  ,
Fully Service 2 Bedroom Flat,Victoria Island (VI),2500000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),2,2,3,2
A Single Room Self Contained,Gbagada,170000,1 Bathroom1 Toilet1 Parking Space648 sqm Total Area Save, Ifako,1,1,1,1
A Room Self Contained ,Gbagada,200000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Ifako,1,1,1,1
Newly Built 3 Bedroom Flat ,Ajah,1500000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Thomas Estate,3,3,4,4
3 Bedroom Office Space ,Lekki,1400000,3 Bedrooms2 Bathrooms3 Toilets Save, Lekki,3,2,3,
Spacious 3 Bedroom Flat ,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
2 Bedroom Flat At Ijegun,Ikotun,300000,2 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save, Ijegun,2,2,2,1
3 Bedrooms Flat,Agege,650000,3 Bedrooms3 Bathrooms3 Toilets Save, Agege,3,3,3,
Newly Built 2 Bedroom Flat,Ajah,900000,2 Bedrooms2 Bathrooms3 Toilets6 Parking Spaces Save, By Blenco Supermarket,2,2,3,6
Clean 3 Bedroom Flat ,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
3 Bedroom Flats With A Room Bq,Ikeja,2000000,3 Bedrooms3 Bathrooms3 Toilets20 Parking Spaces Save, Opebi,3,3,3,20
Luxury And Fully Service 3 Bedroom Flat ,Victoria Island (VI),4500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Well Furnished Luxury 3 Bedroom Apartment,Ikoyi,6500000,3 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save, Ikoyi,3,3,3,3
Brand New And Well Finished 3 Bedroom Apartments,Maryland,1800000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Maryland,3,3,4,2
Newly Built 14 Unit Of 3 Bedroom Flat,Lekki,3500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Newly Built 1 Bedroom Flat In A Service Estate,Lekki,1500000,1 Bedroom2 Bathrooms2 Toilets3 Parking Spaces Save, Chevron Drive Lekki Lagos,1,2,2,3
 Fully Service 3 Bedroom Flat ,Lekki,2700000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Lovely Brand New 3 Bedroom Apartment,Yaba,1500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Yaba,3,3,4,2
Beautifully Built 1 Bedroom Flat(mini Flat),Ajah,700000,1 Bedroom2 Bathrooms2 Toilets2 Parking Spaces Save, Ajah,1,2,2,2
Exquisite 3 Bedroom Apartment With Excellent Facilities,Eko Atlantic City,55000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Eko Atlantic City,3,3,4,2
Luxury 3 Bedroom Apartment With Excellent Facilities,Ikoyi,11000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
Luxury 3 Bedroom Apartment With Excellent Facilities,Victoria Island (VI),14000000,3 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Victoria Island (VI),3,4,5,3
Newly Renovated 3 Bedroom Flat,Lekki,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Exquisite 3 Bedroom Flat + 1 Room Bq Each,Gbagada,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Oke Alo,3,3,4,
(upstairs) Room And Parlor Self Contained,Ikorodu,150000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Igbogbo,1,1,1,1
Luxury 4 Bedroom Pent-floor Maisonette With Excellent Facilities,Victoria Island (VI),6000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Oniru,4,4,5,3
Newly Built 1 Bedroom Flat,Ajah,700000,1 Bedroom1 Bathroom2 Toilets8 Parking Spaces Save, Sangotedo,1,1,2,8
Well Finished 3 Bedroom Flat ,Ajah,800000,3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save, Okeira,3,3,4,5
Executive Mini Flat,Surulere,600000,1 Bedroom2 Bathrooms2 Toilets1 Parking Space Save, Surulere,1,2,2,1
"Lovely, Spacious And Serviced 2 Bedrooms Apartments",Surulere,2000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Surulere,2,2,3,2
Newly Built 2 Bedroom Flat,Ajah,900000,2 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save, Thomas Estate Ajah Lekki Lagos,2,2,3,4
Lovely Serviced 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Chevy View Estate,2,2,3,2
Luxury Service 3 Bedrooms Flat @ Oniru Estate With 24/7 Power,Victoria Island (VI),3500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Oniru,3,3,4,2
Exquisite 3 Bedroom Flat,Lekki,8500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Affordable Room And Parlour Self Con ,Ikorodu,100000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Igbogbo,1,1,1,1
Luxury Service 3 Bedroom Flat ,Lekki,6000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Luxury 4 Bedroom Apartment With Excellent Facilities,Ikoyi,15000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Old Ikoyi,4,4,5,3
4 Bedroom Luxury Apartment With Excellent Facilities,Ikoyi,10000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Old Ikoyi,4,4,5,3
Nicely Finished 2 Bedroom Self Service Luxury Apartment,Ikoyi,5000000,2 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Parkview Estate,2,3,3,2
3 Bedroom Apartment With Generous Balconies And Excellent Facilities,Ikoyi,12000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
4 Bedroom Apartment With Generous Balconies And Excellent Facilities,Ikoyi,14000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Old Ikoyi,4,4,5,3
Strikingly Beautiful 2 Bedroom Luxury Apartment,Victoria Island (VI),3100000,2 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),2,3,3,2
Lovely Finished 3 Bedroom Flat ,Lekki,1800000,3 Bedrooms3 Bathrooms4 Toilets Save, Chevron,3,3,4,
Luxury 2 Bedroom Flat,Victoria Island (VI),6500000,2 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),2,3,3,2
Luxury 3 Bedroom Flat ,Victoria Island (VI),3500000,3 Bedrooms4 sqm Total Area3 sqm Covered Area Save, Victoria Island (VI),3,,,
Luxury 3 Bedrooms Apartment With State-of-the-art Facilities,Ikoyi,15000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
Luxury 3 Bedroom Apartment With Excellent Fittings,Ikoyi,7000000,3 Bedrooms4 Bathrooms4 Toilets3 Parking Spaces Save, Ikoyi,3,4,4,3
A Room Self Con,Ikorodu,80000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Macaulay Bus Stop,1,1,1,1
Serviced 3 Bedroom,Victoria Island (VI),3600000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Oniru,3,3,4,3
Fully Furnished 3 Bedroom Pent-floor Apartment With Study Room,Ikoyi,14500000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Old Ikoyi,3,3,4,3
Fully Furnished 3 Bedroom Apartment With Excellent Facilities,Ikoyi,11000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
Well Finished 2 Bedroom Service Flat,Lekki,1700000,2 Bedrooms2 Bathrooms3 Toilets Save, Lagos,2,2,3,
Fully Furnished And Serviced 2 Bedroom Apartment,Ikoyi,18000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Ikoyi,2,2,3,2
Fully Furnished And Serviced 3 Bedroom Apartment,Ikoyi,23000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Brand New And Lovely 3 Bedroom Apartment ,Ilupeju,1200000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ilupeju,3,3,4,2
Well Maintained Serviced 2 Bedroom Apartment ,Yaba,1500000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Yaba,2,2,3,2
Corporate Lease 8 Units Of Furnished 3 Bedroom Apartments + Bq,Gbagada,40000000,3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Gbagada,3,3,3,2
Fully Furnished Luxury 3 Bedroom Apartment With Excellent Facilities,Ikoyi,11000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
Newly Built Serviced 1 Bedroom Flat,Lekki,1200000,1 Bedroom2 Bathrooms2 Toilets Save, Chevron Drive,1,2,2,
Parklane Flats,Apapa,4000000,3 Bedrooms3 Bathrooms4 Toilets20 Parking Spaces Save, GRA,3,3,4,20
Luxury 4 Bedroom Flat Pent House + 2 Room Bq,Lekki,4000000,4 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,4,3,4,2
Luxury 3 Bedroom Flat,Victoria Island (VI),5000000,3 Bedrooms4 Bathrooms4 Toilets3 Parking Spaces Save, Victoria Island (VI),3,4,4,3
3bed Apartment At Vgc For Rent.,Lekki,2300000,3 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save, VGC,3,3,3,3
Exclusively Luxury And Professionally Hd Finished 6 Units 3 Bedroom Flats Wi...,Ajah,1400000,3 Bedrooms3 Bathrooms4 Toilets14 Parking Spaces Save, Olokonla,3,3,4,14
Newly Built Serviced 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets Save, Idado,2,2,3,
3 Bedroom Flat/apartment,Ilupeju,3000000,3 Bedrooms3 Bathrooms3 Toilets700 sqm Total Area Save, Ilupeju,3,3,3,
Nice And Well Maintained Serviced 3 Bedroom Apartment ,Yaba,1700000,3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Yaba,3,3,3,2
Fantastic Serviced 5 Bedroom Penthouse Apartment With A Room Bq In A Very Se...,Yaba,3500000,  Save, Yaba,,,,
"Lovely And Spacious 3 Bedroom Flat, With Good Amenities",Mowe Ofada,300000,3 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save, Off Orange Road,3,2,2,1
Luxury 4 Bedroom Apartment With Excellent Facilities,Ikoyi,14000000,4 Bedrooms4 Bathrooms6 Toilets3 Parking Spaces Save, Old Ikoyi,4,4,6,3
Luxury 3 Bedroom Apartment,Ikoyi,17000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lagos,3,3,4,
2 Bedroom Apartment,Ajah,700000,2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save, Off Checking Point,2,2,3,3
Newly Built 2 Bedroom Flat,Ajah,800000,2 Bedrooms2 Bathrooms3 Toilets Save, Badore,2,2,3,
Fully Serviced Well Maintained 3 Bedroom Apartment,Lekki,2500000,3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Ikate Elegushi,3,3,3,2
5 Units Of Luxury 3 Bedroom Apartments With Essential Facilities,Victoria Island (VI),7000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
